CPF_CLIENTE;TELEFONE;DT_LIGACAO;COD_TABULACAO;ID_CHAMADA;CUSTO
100.000.306-00;(11) 91151-6293;23/08/2026 13:18;12;CH0000438;0,35
100.000.328-08;(11) 92556-8500;15/08/2026 10:27;02;CH0000473;0,35
100.000.200-44;(11) 95988-6371;17/09/2026 10:12;01;CH0000269;0,35
100.000.307-83;(11) 97430-4823;04/09/2026 13:12;11;CH0000443;0,35
100.000.453-81;(11) 91877-4822;04/09/2026 08:21;02;CH0000639;0,35
100.000.435-08;(11) 97236-4542;13/09/2026 13:14;01;CH0000616;0,35
100.000.168-70;(11) 92910-9045;11/09/2026 12:18;01;CH0000220;0,35
100.000.158-06;(11) 91360-0310;16/09/2026 16:25;12;CH0000207;0,35
100.000.050-88;(11) 99506-0193;19/08/2026 13:57;12;CH0000071;0,35
100.000.336-18;(11) 99868-2228;06/08/2026 09:47;01;CH0000485;0,35
100.000.266-70;(11) 99012-8487;30/08/2026 17:01;01;CH0000376;0,35
100.000.360-48;(11) 99288-2398;31/07/2026 15:01;99;CH0000515;0,35
100.000.200-44;(11) 95988-6371;17/09/2026 10:12;01;CH0000269;0,35
100.000.177-60;(11) 98618-8876;03/09/2026 18:05;01;CH0000239;0,35
100.000.498-83;(11) 95861-7120;23/08/2026 12:57;01;CH0000702;0,35
100.000.159-89;(11) 95846-5780;19/09/2026 16:37;11;CH0000209;0,35
100.000.098-22;(11) 92644-4612;15/09/2026 14:19;01;CH0000117;0,35
100.000.067-26;(11) 95147-1222;07/09/2026 09:58;01;CH0000090;0,35
100.000.427-90;(11) 98016-6008;21/09/2026 12:53;01;CH0000609;0,35
100.000.398-10;(11) 95961-1937;30/08/2026 16:25;01;CH0000567;0,35
100.000.067-26;(11) 94589-6226;28/08/2026 19:48;02;CH0000089;0,35
100.000.002-80;(11) 94058-7988;29/08/2026 10:39;12;CH0000009;0,35
100.000.294-24;(11) 99213-8779;30/08/2026 08:28;12;CH0000417;0,35
100.000.223-30;(11) 96591-0573;26/08/2026 11:46;10;CH0000310;0,35
100.000.239-06;(11) 98601-5183;16/08/2026 19:10;01;CH0000333;0,35
100.000.123-78;(11) 93525-4849;17/09/2026 15:40;10;CH0000158;0,35
100.000.181-47;(11) 97659-6831;24/09/2026 13:35;11;CH0000243;0,35
100.000.476-78;(11) 91531-6025;16/09/2026 12:32;11;CH0000672;0,35
100.000.113-04;(11) 97408-2804;06/09/2026 10:39;01;CH0000140;0,35
100.000.453-81;(11) 92755-4964;25/08/2026 19:53;01;CH0000638;0,35
100.000.193-80;(11) 92820-6610;08/09/2026 09:42;01;CH0000259;0,35
100.000.440-67;(11) 92489-0990;05/09/2026 09:51;01;CH0000623;0,35
100.000.160-12;(11) 91185-1322;18/08/2026 09:29;01;CH0000210;0,35
100.000.214-40;(11) 94233-1952;31/08/2026 17:20;12;CH0000290;0,35
100.000.014-14;(11) 91919-6777;07/08/2026 12:28;01;CH0000028;0,35
100.000.041-97;(11) 99692-4061;14/08/2026 17:17;02;CH0000063;0,35
100.000.406-65;(11) 93068-7604;09/09/2026 10:09;01;CH0000582;0,35
100.000.264-09;(11) 91383-4774;13/08/2026 10:52;02;CH0000372;0,35
100.000.236-55;(11) 92802-6223;28/08/2026 10:51;01;CH0000325;0,35
100.000.407-46;(11) 98557-2241;23/09/2026 17:33;01;CH0000586;0,35
100.000.338-80;(11) 91966-8169;14/08/2026 16:14;02;CH0000490;0,35
100.000.260-85;(11) 97396-0038;22/09/2026 10:44;11;CH0000363;0,35
100.000.129-63;(11) 96090-3955;10/08/2026 09:58;01;CH0000169;0,35
100.000.477-59;(11) 97598-7111;13/08/2026 13:22;01;CH0000676;0,35
100.000.263-28;(11) 92678-2572;06/08/2026 09:05;01;CH0000371;0,35
100.000.023-05;(11) 99363-8503;22/08/2026 11:53;01;CH0000040;0,35
100.000.395-78;(11) 93666-4193;19/09/2026 12:17;02;CH0000565;0,35
100.000.067-26;(11) 94589-6226;15/09/2026 19:06;02;CH0000091;0,35
100.000.143-11;(11) 95909-5909;26/08/2026 13:58;10;CH0000181;0,35
100.000.068-07;(11) 95353-7934;05/09/2026 16:35;01;CH0000093;0,35
100.000.191-19;(11) 96408-6249;17/08/2026 13:01;02;CH0000257;0,35
100.000.408-27;(11) 94901-7499;30/08/2026 15:19;01;CH0000590;0,35
100.000.009-57;(11) 92624-0908;19/09/2026 10:25;01;CH0000023;0,35
100.000.468-68;(11) 93165-8249;31/08/2026 18:52;01;CH0000660;0,35
100.000.215-20;(11) 98477-6858;08/08/2026 19:33;10;CH0000297;0,35
100.000.178-41;(11) 92751-4010;10/09/2026 11:17;01;CH0000240;0,35
100.000.314-02;(11) 92155-8774;03/08/2026 11:17;10;CH0000447;0,35
100.000.158-06;(11) 93531-9707;22/09/2026 12:01;01;CH0000206;0,35
100.000.414-75;(11) 95552-0344;28/08/2026 15:55;11;CH0000597;0,35
100.000.139-35;(11) 92467-9315;19/08/2026 08:14;01;CH0000178;0,35
100.000.025-77;(11) 96153-6717;10/08/2026 12:11;12;CH0000042;0,35
100.000.002-80;(11) 99301-6315;14/08/2026 11:17;12;CH0000010;0,35
100.000.214-40;(11) 94233-1952;18/08/2026 11:51;01;CH0000293;0,35
100.000.214-40;(11) 97803-8903;04/09/2026 12:16;01;CH0000292;0,35
