id_cliente;contato;tipo;origem;cpf;whatsapp_valido;atualizado_em
C0000222;(11) 92965-3285;telefone;bureau;10000022250;0;2026-07-19
C0000222;11949613096;telefone;bureau;;1;2026-07-19
C0000222;cliente222_0@exemplo.com;email;enriquecimento;10000022250;0;2026-07-19
C0000223;11999186817;telefone;bureau;10000022330;1;2026-07-14
C0000223;11965910573;telefone;bureau;10000022330;0;2026-07-14
C0000223;cliente223_0@exemplo.com;email;cadastro;;0;2026-07-14
C0000223;cliente223_1@exemplo.com;email;bureau;10000022330;0;2026-07-14
C0000224;11990985229;telefone;cadastro;;0;2026-07-13
C0000224;(11) 93597-0823;telefone;cadastro;10000022411;1;2026-07-13
C0000224;11919995059;telefone;bureau;;1;2026-07-13
C0000225;(11) 93077-7669;telefone;cadastro;10000022500;0;2026-07-22
C0000225;11990111922;telefone;cadastro;10000022500;1;2026-07-22
C0000225;(11) 99393-5292;telefone;enriquecimento;;0;2026-07-22
C0000225;cliente225_0@exemplo.com;email;bureau;10000022500;0;2026-07-22
C0000226;(11) 92234-0723;telefone;bureau;10000022683;0;2026-07-15
C0000226;(11) 99903-1246;telefone;bureau;10000022683;1;2026-07-15
C0000226;cliente226_0@exemplo.com;email;enriquecimento;;0;2026-07-15
C0000227;(11) 94225-8945;telefone;bureau;10000022764;0;2026-07-12
C0000227;cliente227_0@exemplo.com;email;enriquecimento;;0;2026-07-12
C0000227;cliente227_1@exemplo.com;email;bureau;;0;2026-07-12
C0000228;11960326016;telefone;cadastro;10000022845;1;2026-07-17
C0000228;11975337822;telefone;bureau;10000022845;1;2026-07-17
C0000228;11935838575;telefone;cadastro;;1;2026-07-17
C0000229;11966936428;telefone;enriquecimento;10000022926;1;2026-07-12
C0000229;(11) 96841-6623;telefone;bureau;10000022926;1;2026-07-12
C0000229;cliente229_0@exemplo.com;email;enriquecimento;10000022926;0;2026-07-12
C0000229;cliente229_1@exemplo.com;email;enriquecimento;10000022926;0;2026-07-12
C0000230;11964711545;telefone;enriquecimento;;0;2026-07-13
C0000230;11968119636;telefone;bureau;10000023060;1;2026-07-13
C0000231;(11) 94890-1209;telefone;enriquecimento;;0;2026-07-16
C0000231;cliente231_0@exemplo.com;email;bureau;10000023140;0;2026-07-16
C0000232;(11) 98324-5898;telefone;bureau;;1;2026-07-18
C0000232;(11) 95000-4466;telefone;bureau;10000023221;1;2026-07-18
C0000232;cliente232_0@exemplo.com;email;cadastro;10000023221;0;2026-07-18
C0000232;cliente232_1@exemplo.com;email;enriquecimento;10000023221;0;2026-07-18
C0000233;11938418851;telefone;enriquecimento;10000023302;1;2026-07-20
C0000233;cliente233_0@exemplo.com;email;enriquecimento;10000023302;0;2026-07-20
C0000233;cliente233_1@exemplo.com;email;bureau;10000023302;0;2026-07-20
C0000234;(11) 98366-5549;telefone;bureau;10000023493;1;2026-07-24
C0000234;cliente234_0@exemplo.com;email;enriquecimento;;0;2026-07-24
C0000235;(11) 93597-0938;telefone;enriquecimento;;0;2026-07-21
C0000235;(11) 97048-4679;telefone;bureau;10000023574;0;2026-07-21
C0000235;cliente235_0@exemplo.com;email;bureau;10000023574;0;2026-07-21
C0000235;cliente235_1@exemplo.com;email;cadastro;10000023574;0;2026-07-21
C0000236;(11) 92802-6223;telefone;cadastro;10000023655;1;2026-07-24
C0000236;11974418331;telefone;bureau;10000023655;0;2026-07-24
C0000236;11950999730;telefone;enriquecimento;10000023655;1;2026-07-24
C0000236;(11) 92460-7269;telefone;enriquecimento;10000023655;0;2026-07-24
C0000236;cliente236_0@exemplo.com;email;cadastro;;1;2026-07-24
C0000237;11994775473;telefone;enriquecimento;;1;2026-07-15
C0000237;cliente237_0@exemplo.com;email;cadastro;10000023736;0;2026-07-15
C0000238;11989134873;telefone;bureau;10000023817;0;2026-07-20
C0000238;(11) 94905-7246;telefone;cadastro;;1;2026-07-20
C0000239;11969890694;telefone;cadastro;10000023906;1;2026-07-19
C0000239;(11) 98601-5183;telefone;cadastro;10000023906;0;2026-07-19
C0000240;(11) 93775-2746;telefone;cadastro;10000024031;0;2026-07-14
C0000240;11962088975;telefone;bureau;10000024031;0;2026-07-14
C0000240;(11) 91623-2730;telefone;bureau;10000024031;0;2026-07-14
C0000240;cliente240_0@exemplo.com;email;enriquecimento;10000024031;1;2026-07-14
C0000240;cliente240_1@exemplo.com;email;bureau;10000024031;0;2026-07-14
C0000241;(11) 97934-5320;telefone;bureau;10000024112;1;2026-07-14
C0000241;(11) 93991-7031;telefone;bureau;;1;2026-07-14
C0000241;(11) 95630-9454;telefone;bureau;10000024112;1;2026-07-14
C0000241;(11) 99109-5825;telefone;enriquecimento;10000024112;0;2026-07-14
C0000241;cliente241_0@exemplo.com;email;bureau;10000024112;0;2026-07-14
C0000242;(11) 95432-2017;telefone;bureau;10000024201;1;2026-07-12
C0000242;cliente242_0@exemplo.com;email;cadastro;;0;2026-07-12
C0000243;(11) 98680-8685;telefone;cadastro;;1;2026-07-18
C0000243;11932325960;telefone;cadastro;10000024384;1;2026-07-18
C0000243;cliente243_0@exemplo.com;email;enriquecimento;;0;2026-07-18
C0000244;11974648438;telefone;cadastro;10000024465;0;2026-07-15
C0000244;(11) 99064-3207;telefone;enriquecimento;;0;2026-07-15
C0000244;(11) 93441-2077;telefone;cadastro;;1;2026-07-15
C0000244;11932511225;telefone;enriquecimento;10000024465;1;2026-07-15
C0000244;cliente244_0@exemplo.com;email;cadastro;10000024465;0;2026-07-15
C0000245;(11) 99127-0313;telefone;enriquecimento;10000024546;1;2026-07-21
C0000245;(11) 99251-0102;telefone;enriquecimento;;0;2026-07-21
C0000245;11981327320;telefone;enriquecimento;;1;2026-07-21
C0000245;11974725282;telefone;cadastro;10000024546;0;2026-07-21
C0000245;cliente245_0@exemplo.com;email;enriquecimento;10000024546;0;2026-07-21
C0000245;cliente245_1@exemplo.com;email;enriquecimento;;0;2026-07-21
C0000246;11974709513;telefone;enriquecimento;;0;2026-07-19
C0000246;11989060695;telefone;bureau;10000024627;1;2026-07-19
C0000246;cliente246_0@exemplo.com;email;bureau;10000024627;1;2026-07-19
C0000246;cliente246_1@exemplo.com;email;enriquecimento;10000024627;0;2026-07-19
C0000247;(11) 91095-4835;telefone;bureau;;1;2026-07-23
C0000247;(11) 91096-5569;telefone;bureau;10000024708;0;2026-07-23
C0000247;(11) 95239-9610;telefone;enriquecimento;;1;2026-07-23
C0000248;11963345392;telefone;bureau;;1;2026-07-23
C0000248;11984834795;telefone;cadastro;10000024899;1;2026-07-23
C0000248;11984478941;telefone;enriquecimento;10000024899;0;2026-07-23
C0000248;cliente248_0@exemplo.com;email;enriquecimento;10000024899;0;2026-07-23
C0000248;cliente248_1@exemplo.com;email;cadastro;10000024899;0;2026-07-23
C0000249;11955424358;telefone;enriquecimento;10000024970;0;2026-07-14
C0000249;(11) 91698-6408;telefone;enriquecimento;;1;2026-07-14
C0000249;cliente249_0@exemplo.com;email;bureau;10000024970;0;2026-07-14
C0000249;cliente249_1@exemplo.com;email;enriquecimento;10000024970;0;2026-07-14
C0000250;11992405066;telefone;bureau;10000025003;1;2026-07-16
C0000250;cliente250_0@exemplo.com;email;cadastro;10000025003;0;2026-07-16
C0000251;11978524572;telefone;cadastro;;1;2026-07-20
C0000251;11932747608;telefone;bureau;;0;2026-07-20
C0000251;11997915178;telefone;bureau;10000025194;1;2026-07-20
C0000252;(11) 92210-1856;telefone;enriquecimento;10000025275;1;2026-07-19
C0000252;cliente252_0@exemplo.com;email;bureau;10000025275;1;2026-07-19
C0000252;cliente252_1@exemplo.com;email;enriquecimento;10000025275;0;2026-07-19
C0000253;(11) 97794-6127;telefone;bureau;;1;2026-07-25
C0000254;11985587210;telefone;bureau;10000025437;0;2026-07-24
C0000254;(11) 95558-8495;telefone;bureau;;0;2026-07-24
C0000254;11971585593;telefone;bureau;10000025437;0;2026-07-24
C0000255;11979324022;telefone;bureau;10000025518;0;2026-07-13
C0000255;(11) 94534-6197;telefone;enriquecimento;10000025518;1;2026-07-13
C0000255;(11) 92248-3514;telefone;enriquecimento;10000025518;0;2026-07-13
C0000255;cliente255_0@exemplo.com;email;bureau;;0;2026-07-13
C0000256;11941522559;telefone;enriquecimento;10000025607;0;2026-07-20
C0000256;(11) 94562-2106;telefone;enriquecimento;;1;2026-07-20
C0000257;11974732147;telefone;bureau;;1;2026-07-23
C0000257;11952334540;telefone;enriquecimento;10000025780;1;2026-07-23
C0000257;11987110685;telefone;cadastro;10000025780;1;2026-07-23
C0000257;(11) 97860-3195;telefone;bureau;10000025780;1;2026-07-23
C0000257;cliente257_0@exemplo.com;email;cadastro;10000025780;0;2026-07-23
C0000257;cliente257_1@exemplo.com;email;bureau;;0;2026-07-23
C0000258;(11) 97955-2316;telefone;cadastro;10000025860;0;2026-07-12
C0000258;(11) 91158-6450;telefone;bureau;;0;2026-07-12
C0000258;(11) 92352-2144;telefone;enriquecimento;;0;2026-07-12
C0000258;(11) 94485-6447;telefone;enriquecimento;10000025860;1;2026-07-12
C0000258;cliente258_0@exemplo.com;email;cadastro;10000025860;0;2026-07-12
C0000259;11986693314;telefone;enriquecimento;10000025941;1;2026-07-20
C0000259;11940677709;telefone;cadastro;10000025941;0;2026-07-20
C0000259;11946231955;telefone;enriquecimento;10000025941;1;2026-07-20
C0000259;(11) 96112-1302;telefone;bureau;10000025941;0;2026-07-20
C0000259;cliente259_0@exemplo.com;email;bureau;10000025941;0;2026-07-20
C0000259;cliente259_1@exemplo.com;email;cadastro;10000025941;0;2026-07-20
C0000260;(11) 96347-2598;telefone;bureau;10000026085;1;2026-07-20
C0000260;(11) 93192-3376;telefone;cadastro;10000026085;0;2026-07-20
C0000260;(11) 97396-0038;telefone;bureau;10000026085;1;2026-07-20
C0000260;11954916840;telefone;enriquecimento;10000026085;1;2026-07-20
C0000260;cliente260_0@exemplo.com;email;bureau;10000026085;0;2026-07-20
C0000260;cliente260_1@exemplo.com;email;cadastro;10000026085;0;2026-07-20
C0000261;11948199537;telefone;cadastro;10000026166;0;2026-07-25
C0000261;11975430302;telefone;enriquecimento;10000026166;1;2026-07-25
C0000262;(11) 98672-3896;telefone;bureau;10000026247;0;2026-07-24
C0000262;11920618223;telefone;enriquecimento;;1;2026-07-24
C0000262;(11) 95253-0677;telefone;enriquecimento;10000026247;1;2026-07-24
C0000262;cliente262_0@exemplo.com;email;bureau;10000026247;0;2026-07-24
C0000262;cliente262_1@exemplo.com;email;enriquecimento;10000026247;0;2026-07-24
C0000263;(11) 92678-2572;telefone;bureau;10000026328;1;2026-07-18
C0000263;11998855162;telefone;bureau;10000026328;0;2026-07-18
C0000263;(11) 92074-6107;telefone;cadastro;10000026328;1;2026-07-18
C0000263;(11) 92282-5003;telefone;bureau;;0;2026-07-18
C0000263;cliente263_0@exemplo.com;email;bureau;;0;2026-07-18
C0000263;cliente263_1@exemplo.com;email;cadastro;10000026328;0;2026-07-18
C0000264;(11) 94814-1360;telefone;enriquecimento;10000026409;0;2026-07-12
C0000264;(11) 98069-8159;telefone;enriquecimento;10000026409;0;2026-07-12
C0000264;11913834774;telefone;bureau;10000026409;1;2026-07-12
C0000264;11953647781;telefone;enriquecimento;10000026409;1;2026-07-12
C0000264;cliente264_0@exemplo.com;email;bureau;;0;2026-07-12
C0000264;cliente264_1@exemplo.com;email;enriquecimento;10000026409;0;2026-07-12
C0000265;(11) 95659-6140;telefone;enriquecimento;10000026590;1;2026-07-23
C0000265;11922019737;telefone;bureau;;1;2026-07-23
C0000265;11944870711;telefone;enriquecimento;10000026590;1;2026-07-23
C0000265;(11) 91141-6778;telefone;cadastro;;0;2026-07-23
C0000266;(11) 99012-8487;telefone;bureau;10000026670;0;2026-07-15
C0000267;11939607414;telefone;cadastro;10000026751;1;2026-07-12
C0000267;(11) 94215-3442;telefone;cadastro;10000026751;0;2026-07-12
C0000267;11992304487;telefone;cadastro;10000026751;0;2026-07-12
C0000267;(11) 94820-8680;telefone;enriquecimento;10000026751;1;2026-07-12
C0000267;cliente267_0@exemplo.com;email;bureau;10000026751;0;2026-07-12
C0000268;(11) 93042-1134;telefone;bureau;10000026832;0;2026-07-18
C0000268;(11) 98180-2559;telefone;bureau;10000026832;0;2026-07-18
C0000268;(11) 94786-4772;telefone;enriquecimento;10000026832;0;2026-07-18
C0000268;11911101134;telefone;bureau;10000026832;1;2026-07-18
C0000268;cliente268_0@exemplo.com;email;bureau;;0;2026-07-18
C0000269;11929607576;telefone;bureau;10000026913;0;2026-07-17
C0000270;11943173547;telefone;enriquecimento;;1;2026-07-21
C0000270;(11) 97185-2177;telefone;enriquecimento;10000027057;1;2026-07-21
C0000271;11943999060;telefone;enriquecimento;;0;2026-07-22
C0000271;cliente271_0@exemplo.com;email;enriquecimento;;0;2026-07-22
C0000272;11963124490;telefone;bureau;;0;2026-07-24
C0000272;11911198544;telefone;enriquecimento;10000027219;1;2026-07-24
C0000272;cliente272_0@exemplo.com;email;cadastro;10000027219;0;2026-07-24
C0000272;cliente272_1@exemplo.com;email;bureau;10000027219;0;2026-07-24
C0000273;(11) 98198-8124;telefone;cadastro;;0;2026-07-13
C0000274;(11) 95807-2427;telefone;cadastro;10000027480;1;2026-07-13
C0000274;11915300062;telefone;cadastro;10000027480;1;2026-07-13
C0000274;cliente274_0@exemplo.com;email;cadastro;10000027480;0;2026-07-13
C0000275;11970315326;telefone;enriquecimento;;0;2026-07-24
C0000275;(11) 94534-6140;telefone;bureau;10000027561;1;2026-07-24
C0000275;cliente275_0@exemplo.com;email;enriquecimento;10000027561;0;2026-07-24
C0000275;cliente275_1@exemplo.com;email;cadastro;;0;2026-07-24
C0000276;(11) 98401-6756;telefone;bureau;;1;2026-07-24
C0000276;11965003032;telefone;cadastro;10000027642;1;2026-07-24
C0000276;11980222787;telefone;cadastro;10000027642;1;2026-07-24
C0000276;(11) 92741-8007;telefone;bureau;;1;2026-07-24
C0000277;(11) 99132-9718;telefone;enriquecimento;10000027723;1;2026-07-13
C0000277;11911756387;telefone;enriquecimento;10000027723;1;2026-07-13
C0000277;11975955329;telefone;enriquecimento;10000027723;0;2026-07-13
C0000277;cliente277_0@exemplo.com;email;cadastro;10000027723;0;2026-07-13
C0000278;(11) 91944-7334;telefone;cadastro;10000027804;1;2026-07-13
C0000278;11938977615;telefone;bureau;10000027804;0;2026-07-13
C0000278;(11) 94100-6711;telefone;enriquecimento;;1;2026-07-13
C0000279;11971568435;telefone;bureau;;1;2026-07-25
C0000279;cliente279_0@exemplo.com;email;cadastro;;0;2026-07-25
C0000280;(11) 95229-9387;telefone;bureau;10000028029;0;2026-07-22
C0000280;(11) 95989-1348;telefone;cadastro;;1;2026-07-22
C0000280;(11) 95341-2847;telefone;cadastro;10000028029;1;2026-07-22
C0000280;11938712948;telefone;cadastro;;1;2026-07-22
C0000280;cliente280_0@exemplo.com;email;bureau;10000028029;0;2026-07-22
C0000280;cliente280_1@exemplo.com;email;enriquecimento;10000028029;0;2026-07-22
C0000281;11938833029;telefone;cadastro;;0;2026-07-15
C0000281;11912912708;telefone;bureau;10000028100;0;2026-07-15
C0000281;11947038339;telefone;cadastro;;1;2026-07-15
C0000281;cliente281_0@exemplo.com;email;bureau;;1;2026-07-15
C0000281;cliente281_1@exemplo.com;email;enriquecimento;;0;2026-07-15
C0000282;11986378602;telefone;enriquecimento;;0;2026-07-25
C0000282;11953579429;telefone;enriquecimento;10000028290;0;2026-07-25
C0000282;(11) 93320-6579;telefone;cadastro;10000028290;0;2026-07-25
C0000282;cliente282_0@exemplo.com;email;bureau;10000028290;0;2026-07-25
C0000282;cliente282_1@exemplo.com;email;enriquecimento;;0;2026-07-25
C0000283;(11) 96590-4597;telefone;bureau;10000028371;0;2026-07-18
C0000283;(11) 94042-9530;telefone;bureau;;1;2026-07-18
C0000283;11990839556;telefone;bureau;;0;2026-07-18
C0000283;cliente283_0@exemplo.com;email;cadastro;10000028371;0;2026-07-18
C0000283;cliente283_1@exemplo.com;email;enriquecimento;10000028371;0;2026-07-18
C0000284;(11) 98987-7290;telefone;bureau;;1;2026-07-22
C0000284;(11) 96797-3424;telefone;bureau;10000028452;1;2026-07-22
C0000284;11927742113;telefone;cadastro;10000028452;1;2026-07-22
C0000284;11916618423;telefone;bureau;10000028452;1;2026-07-22
C0000284;cliente284_0@exemplo.com;email;enriquecimento;10000028452;1;2026-07-22
C0000285;11942522981;telefone;enriquecimento;10000028533;1;2026-07-23
C0000285;11967722445;telefone;enriquecimento;;0;2026-07-23
C0000286;(11) 99270-7781;telefone;cadastro;10000028614;1;2026-07-12
C0000286;11993642093;telefone;bureau;10000028614;1;2026-07-12
C0000286;(11) 91602-3362;telefone;enriquecimento;10000028614;1;2026-07-12
C0000286;cliente286_0@exemplo.com;email;cadastro;;0;2026-07-12
C0000286;cliente286_1@exemplo.com;email;enriquecimento;10000028614;0;2026-07-12
C0000287;(11) 92493-5479;telefone;enriquecimento;10000028703;0;2026-07-13
C0000287;(11) 95454-3739;telefone;enriquecimento;10000028703;1;2026-07-13
C0000287;11937353754;telefone;enriquecimento;10000028703;1;2026-07-13
C0000287;cliente287_0@exemplo.com;email;enriquecimento;10000028703;0;2026-07-13
C0000288;(11) 94811-9652;telefone;enriquecimento;10000028886;1;2026-07-19
C0000288;cliente288_0@exemplo.com;email;enriquecimento;10000028886;0;2026-07-19
C0000288;cliente288_1@exemplo.com;email;bureau;10000028886;0;2026-07-19
C0000289;(11) 94102-6926;telefone;cadastro;10000028967;0;2026-07-17
C0000289;cliente289_0@exemplo.com;email;enriquecimento;;0;2026-07-17
C0000289;cliente289_1@exemplo.com;email;enriquecimento;10000028967;1;2026-07-17
C0000290;11954770958;telefone;cadastro;10000029009;1;2026-07-13
C0000290;cliente290_0@exemplo.com;email;cadastro;10000029009;0;2026-07-13
C0000290;cliente290_1@exemplo.com;email;enriquecimento;;0;2026-07-13
C0000291;(11) 91395-4845;telefone;bureau;10000029181;1;2026-07-13
C0000291;11940277197;telefone;cadastro;10000029181;0;2026-07-13
C0000291;11998171888;telefone;enriquecimento;10000029181;0;2026-07-13
C0000291;cliente291_0@exemplo.com;email;cadastro;;0;2026-07-13
C0000291;cliente291_1@exemplo.com;email;bureau;10000029181;0;2026-07-13
C0000292;(11) 93775-0491;telefone;bureau;;1;2026-07-24
C0000292;(11) 98798-4620;telefone;bureau;10000029262;0;2026-07-24
C0000292;(11) 92853-6762;telefone;bureau;10000029262;0;2026-07-24
C0000292;cliente292_0@exemplo.com;email;enriquecimento;10000029262;0;2026-07-24
C0000292;cliente292_1@exemplo.com;email;bureau;10000029262;0;2026-07-24
C0000293;11913957187;telefone;bureau;;0;2026-07-16
C0000293;cliente293_0@exemplo.com;email;enriquecimento;10000029343;0;2026-07-16
C0000294;11913516265;telefone;bureau;10000029424;0;2026-07-25
C0000294;(11) 99213-8779;telefone;bureau;10000029424;0;2026-07-25
C0000294;cliente294_0@exemplo.com;email;bureau;;0;2026-07-25
C0000294;cliente294_1@exemplo.com;email;enriquecimento;10000029424;0;2026-07-25
C0000295;(11) 97596-0711;telefone;cadastro;;1;2026-07-25
C0000295;11940369856;telefone;bureau;10000029505;1;2026-07-25
C0000295;(11) 91201-5179;telefone;bureau;10000029505;1;2026-07-25
C0000296;11943122766;telefone;cadastro;10000029696;0;2026-07-16
C0000296;(11) 99159-4977;telefone;cadastro;;1;2026-07-16
C0000296;11951996390;telefone;cadastro;10000029696;0;2026-07-16
C0000296;(11) 98676-3742;telefone;enriquecimento;10000029696;1;2026-07-16
C0000296;cliente296_0@exemplo.com;email;cadastro;;0;2026-07-16
C0000296;cliente296_1@exemplo.com;email;bureau;10000029696;1;2026-07-16
C0000297;11915268263;telefone;enriquecimento;;1;2026-07-18
C0000297;11994644215;telefone;cadastro;10000029777;1;2026-07-18
C0000297;(11) 96899-5922;telefone;bureau;10000029777;1;2026-07-18
C0000297;11948374806;telefone;bureau;;1;2026-07-18
C0000297;cliente297_0@exemplo.com;email;enriquecimento;;0;2026-07-18
C0000297;cliente297_1@exemplo.com;email;enriquecimento;10000029777;1;2026-07-18
C0000298;11970516875;telefone;bureau;10000029858;1;2026-07-22
C0000298;(11) 93710-2854;telefone;enriquecimento;;0;2026-07-22
C0000299;11921449650;telefone;enriquecimento;;1;2026-07-16
C0000299;cliente299_0@exemplo.com;email;bureau;10000029939;1;2026-07-16
C0000300;11930144703;telefone;enriquecimento;10000030007;1;2026-07-13
C0000300;(11) 91688-6777;telefone;enriquecimento;;1;2026-07-13
C0000300;11969895766;telefone;enriquecimento;10000030007;1;2026-07-13
C0000301;11991602221;telefone;cadastro;10000030198;0;2026-07-18
C0000301;11941927492;telefone;cadastro;;0;2026-07-18
C0000301;(11) 97089-9748;telefone;cadastro;10000030198;1;2026-07-18
C0000301;(11) 99054-4341;telefone;cadastro;;0;2026-07-18
C0000301;cliente301_0@exemplo.com;email;bureau;10000030198;0;2026-07-18
C0000302;(11) 95444-0977;telefone;enriquecimento;10000030279;0;2026-07-15
C0000303;(11) 98770-7540;telefone;bureau;;1;2026-07-12
C0000303;11950170625;telefone;cadastro;10000030350;0;2026-07-12
C0000304;11938164968;telefone;bureau;10000030430;1;2026-07-13
C0000304;(11) 92467-0297;telefone;enriquecimento;10000030430;0;2026-07-13
C0000304;(11) 98099-4013;telefone;cadastro;10000030430;0;2026-07-13
C0000304;cliente304_0@exemplo.com;email;enriquecimento;10000030430;1;2026-07-13
C0000305;(11) 99244-8605;telefone;cadastro;10000030511;1;2026-07-22
C0000305;11994806492;telefone;cadastro;10000030511;1;2026-07-22
C0000305;(11) 99179-3056;telefone;enriquecimento;;1;2026-07-22
C0000306;(11) 95692-9234;telefone;enriquecimento;10000030600;0;2026-07-20
C0000306;(11) 91151-6293;telefone;bureau;;0;2026-07-20
C0000306;11944147341;telefone;cadastro;10000030600;0;2026-07-20
C0000306;(11) 95130-8532;telefone;enriquecimento;10000030600;1;2026-07-20
C0000307;(11) 97430-4823;telefone;enriquecimento;10000030783;1;2026-07-22
C0000307;(11) 99665-7974;telefone;enriquecimento;;0;2026-07-22
C0000308;11950177237;telefone;enriquecimento;10000030864;0;2026-07-25
C0000308;cliente308_0@exemplo.com;email;enriquecimento;10000030864;0;2026-07-25
C0000308;cliente308_1@exemplo.com;email;bureau;;0;2026-07-25
C0000309;11994088862;telefone;bureau;;1;2026-07-19
C0000310;(11) 96554-8633;telefone;cadastro;10000031089;0;2026-07-12
C0000310;11959873103;telefone;enriquecimento;10000031089;1;2026-07-12
C0000310;11950618137;telefone;cadastro;10000031089;0;2026-07-12
C0000311;(11) 98028-0155;telefone;enriquecimento;10000031160;1;2026-07-25
C0000311;11923187101;telefone;enriquecimento;;0;2026-07-25
C0000311;cliente311_0@exemplo.com;email;enriquecimento;10000031160;0;2026-07-25
C0000311;cliente311_1@exemplo.com;email;enriquecimento;;0;2026-07-25
C0000312;11923838227;telefone;cadastro;10000031240;1;2026-07-17
C0000312;cliente312_0@exemplo.com;email;enriquecimento;10000031240;0;2026-07-17
C0000312;cliente312_1@exemplo.com;email;cadastro;;0;2026-07-17
C0000313;11930041488;telefone;enriquecimento;;1;2026-07-23
C0000313;11993610257;telefone;cadastro;10000031321;1;2026-07-23
C0000313;11982816971;telefone;enriquecimento;;1;2026-07-23
C0000313;(11) 95274-6321;telefone;enriquecimento;10000031321;1;2026-07-23
C0000313;cliente313_0@exemplo.com;email;cadastro;10000031321;0;2026-07-23
C0000314;(11) 92155-8774;telefone;bureau;;0;2026-07-18
C0000315;11981603135;telefone;bureau;10000031593;0;2026-07-16
C0000315;11972504573;telefone;enriquecimento;10000031593;0;2026-07-16
C0000315;(11) 97285-0928;telefone;cadastro;10000031593;0;2026-07-16
C0000315;cliente315_0@exemplo.com;email;bureau;10000031593;0;2026-07-16
C0000315;cliente315_1@exemplo.com;email;enriquecimento;10000031593;0;2026-07-16
C0000316;11970838623;telefone;bureau;10000031674;1;2026-07-20
C0000316;11925151444;telefone;enriquecimento;10000031674;0;2026-07-20
C0000316;(11) 97190-6810;telefone;enriquecimento;10000031674;1;2026-07-20
C0000316;cliente316_0@exemplo.com;email;enriquecimento;10000031674;0;2026-07-20
C0000317;11989260394;telefone;bureau;10000031755;0;2026-07-19
C0000317;(11) 98354-4472;telefone;bureau;;0;2026-07-19
C0000317;(11) 97474-3230;telefone;cadastro;10000031755;1;2026-07-19
C0000317;cliente317_0@exemplo.com;email;enriquecimento;10000031755;0;2026-07-19
C0000317;cliente317_1@exemplo.com;email;enriquecimento;;0;2026-07-19
C0000318;11953671508;telefone;enriquecimento;10000031836;0;2026-07-21
C0000318;(11) 93364-5674;telefone;bureau;10000031836;1;2026-07-21
C0000318;11990296988;telefone;bureau;10000031836;0;2026-07-21
C0000318;11960856575;telefone;cadastro;10000031836;1;2026-07-21
C0000318;cliente318_0@exemplo.com;email;enriquecimento;10000031836;0;2026-07-21
C0000318;cliente318_1@exemplo.com;email;enriquecimento;;1;2026-07-21
C0000319;(11) 96234-2586;telefone;enriquecimento;;1;2026-07-16
C0000319;11937603443;telefone;enriquecimento;;1;2026-07-16
C0000319;cliente319_0@exemplo.com;email;enriquecimento;10000031917;0;2026-07-16
C0000320;(11) 92712-0235;telefone;bureau;10000032050;1;2026-07-14
C0000321;11941573535;telefone;cadastro;;1;2026-07-13
C0000321;(11) 99391-4843;telefone;bureau;10000032131;1;2026-07-13
C0000321;(11) 96121-2793;telefone;enriquecimento;;1;2026-07-13
C0000322;(11) 99702-5331;telefone;cadastro;;1;2026-07-23
C0000322;11975323947;telefone;enriquecimento;;0;2026-07-23
C0000323;(11) 97837-2512;telefone;enriquecimento;10000032301;0;2026-07-19
C0000323;(11) 96163-5535;telefone;cadastro;10000032301;1;2026-07-19
C0000323;(11) 99114-4449;telefone;bureau;;1;2026-07-19
C0000323;11941776042;telefone;cadastro;10000032301;1;2026-07-19
C0000323;cliente323_0@exemplo.com;email;bureau;10000032301;0;2026-07-19
C0000324;11920745888;telefone;cadastro;10000032484;0;2026-07-18
C0000324;(11) 94750-3167;telefone;cadastro;10000032484;1;2026-07-18
C0000324;(11) 99188-2291;telefone;enriquecimento;10000032484;1;2026-07-18
C0000324;11999085263;telefone;enriquecimento;;1;2026-07-18
C0000324;cliente324_0@exemplo.com;email;enriquecimento;10000032484;0;2026-07-18
C0000324;cliente324_1@exemplo.com;email;bureau;;0;2026-07-18
C0000325;11948816900;telefone;enriquecimento;10000032565;0;2026-07-15
C0000325;11990213415;telefone;enriquecimento;10000032565;1;2026-07-15
C0000325;11985659375;telefone;cadastro;10000032565;0;2026-07-15
C0000325;cliente325_0@exemplo.com;email;cadastro;10000032565;0;2026-07-15
C0000325;cliente325_1@exemplo.com;email;enriquecimento;10000032565;0;2026-07-15
C0000326;(11) 94771-1414;telefone;cadastro;;0;2026-07-23
C0000326;(11) 92497-1907;telefone;enriquecimento;10000032646;0;2026-07-23
C0000326;(11) 93028-5078;telefone;bureau;;1;2026-07-23
C0000326;cliente326_0@exemplo.com;email;bureau;10000032646;0;2026-07-23
C0000327;(11) 98993-2574;telefone;cadastro;;0;2026-07-18
C0000327;cliente327_0@exemplo.com;email;bureau;10000032727;0;2026-07-18
C0000328;11925568500;telefone;bureau;;1;2026-07-19
C0000328;11973918769;telefone;enriquecimento;10000032808;0;2026-07-19
C0000328;(11) 98147-3736;telefone;cadastro;10000032808;0;2026-07-19
C0000328;cliente328_0@exemplo.com;email;cadastro;10000032808;0;2026-07-19
C0000329;(11) 96795-3319;telefone;enriquecimento;;1;2026-07-17
C0000329;cliente329_0@exemplo.com;email;enriquecimento;;0;2026-07-17
C0000329;cliente329_1@exemplo.com;email;enriquecimento;;0;2026-07-17
C0000330;(11) 95204-6364;telefone;bureau;10000033022;1;2026-07-25
C0000330;11911137651;telefone;bureau;;1;2026-07-25
